,tweet,asal_tweet
198,@ngalamfess hah mayat covid 19 dicium... freak bgt sih org2,"Malang, Jawa Timur"
199,knapa korban covid 19 smakin meningkat sedangkan rasamu padaku stuck disitu saja,"Malang, Jawa Timur"
200,"@xoxoheeee Gasido wes , covid 🙄",Malang - Indonesia
201,@sugiijr semoga di kota COVID lekas menurun,"Malang, Jawa Timur"
202,@mlsk3424 Covid. Sisturr..,"Malang, East Java"
203,@mojokdotco Didalam vaksin covid nanti memang akan disertakan chip Qualcomm Snapdragon 865+. Main PUBG jadi auto barbar 🤣,"Kota Malang, Jawa Timur"
204,"ribet bgt pada minta sekolah tatap muka tp kalo banyak yg covid protes juga?? yg aneh bukan cuma pemerintahnya sih, warganya sama aja.",louis❀
205,"@fabreza_mirzaf I mean, ya aq setuju covid itu ada.
Aq jg setuju kalau covid itu dibesar2kan.

Semacam itu lah. Panjang ceritanya.",Malang
206,"@fabreza_mirzaf Covid itu memang ada, dan konspirasi covid juga ada. Yang ku tau, hal ini terjadi di malang.",Malang
207,"Jenguk mantan abis covid, ngambek mulu 
#NationalGirlfriendDay #AkuYangSalah https://t.co/XetRLNVLoV","Kota Malang, Jawa Timur"
208,Apakah covid-19 #UniversitasPinterNgapusi #COVID19 #jodohditanganantono https://t.co/EWXvqq9Q2u,"Malang, Jawa Timur"
209,@onnes83 @infomalang @yusufgunawan mungkin bisa menghubungi call centre  covid 19 kota malang via wa +628113664119,Indonesia
210,"Kuy rek disini ada yang ngajukan kip terdampak covid gak? Lah itu gmn kalo liat pengumuman lolos gak nya 
Terimakasih",Malang - Jawa Timur
211,"@collegemenfess Mata kuliah baru disemester ini, pengganti 2 mata kuliah praktek grgr covid 🙃",Malang
212,@AhyasBudi Sepi gaonok mahasiswa ancen fak covid,"Malang, Indonesia."
213,"@lestarifitriaD Tolong cek ke puskesmas terdekat mbak, apakah ada indikasi"" terjangkit virus covid 19 ?","Malang, Jawa Timur"
214,@CNNIndonesia Sebelum covid pun ekonomi udah ancur ?? Emang skrg gak ancur ??,"Kota Malang, Jawa Timur"
215,"@tewe_ilakes @Senaputra_FM Di saat pasien Covid-19 terus meningkat, pokok intine tetap waspada &amp; ngeman awak e dewe.","Batu, Indonesia"
216,Ribete Ibar Jamane #COVID__19 https://t.co/1H1kL8fXkv,"Malang, Jawa Timur"
217,"[ 31 hari tantangan #SiapAdaptasi]

[Hoax Buster : Minyak Kayu Putih dapat Mengobati Covid-19?] https://t.co/IuUMIKqDVw","Malang, Jawa Timur"
218,@skipper_uwu Keanya semua mcd jam segini udh tutup deh selama covid ini :((,"Malang, Jawa Timur"
219,@mu_afi Semoga covid segera selesai fi.. Amin..,Malang
220,"@mukhalfian Sakit uyy, takut klo kena covid","Malang, Jawa Timur"
221,@PurpleDiminie mungkin karena covid gitu mungkin jadi resepsi baru sekarang,"Malang, Jawa Timur"
222,@AAranandita Lho disana ada aliran anti covid juga ra?,"Malang, Indonesia"
223,Missing my days before covid before iship...,
224,"@insideurbody @afrkml Aku di reply covid, tolong jangan dekati aku 🤭",Malang
225,Ini bolehlah kreatif dimusim Covid-19 namanya https://t.co/5aCIHQWSB2,"Malang, Jawa Timur"
226,"@rizkysy_ Iyaaa sih karena luasnya juga jauh beda. Tapi ya minimal sosialisasi covid-19 ini dimaksimalkan gitu,",BDG - MLG - Mars 
227,Upaya pencegahan penyebaran Covid-19 terus digencarkan oleh Gubernur Jawa Timur Khofifah Indar Parawansa &gt;&gt; Khofifah Gubernur Jawa Timur,"Malang, Indonesia"
228,"@pyrrhotite_ Embuh gajelas ilo, ndisek pekoro corona male dipageri","Malang, Jawa Timur"
229,Corona kapan ilang nya ya,malang
230,Maleh iling tau angen2 ngajak Alif jalan2 nang Jogja pas umur e 2 tahunan tapi gagal gara2 corona.,"Malang, Jawa Timur"
231,@encik13 corona huhuhu. iso dikarantina aku,"Malang, Indonesia"
232,@jeffren_aditya Mager takut corona,"Kota Malang, Jawa Timur"
233,@alodiajanuarita Tahun depan teh kalau corona lenyap,"Malang, Jawa Timur"
234,@Sardelll Mumpumg corona pisan sar bulan e rabi pisaan😂,"Malang, East Java"
235,"@synsyntiaa Ya allah maaf aku doa jelek, tapi semoga dia kena corona 🙏🏻","Kota Malang, Jawa Timur"
236,@dimas_w_pratama Ngga grgr ansos mas tp grgr corona😭,Malang
237,@amella_lalaa Oohh yow sabaar aja. Cm musim corona  kan banyak kebijakan biasanya,"Malang, Jawa Timur"
238,"pengen diblock, tp masih ada tanggungan. kapan seehhhhh corona iki mariiii 😭","Kota Malang, Jawa Timur"
239,Weswes rekk aku tak metu lek aku ncen onok keperluan ae plis. Aku sek wedi corona pol:(,"Malang, East Java"
240,@rainbreezee Sedih bgt grgr corona jd gapernah promo 😭,"Malang, Jawa Timur"
241,"@AliefMahardhika Corona e dijak mangan gorengan sisan, ben gak nakal.","Malang, Jawa Timur"
242,@catalogw aku masih gatau karena corona :),"Malang, Jawa Timur"
243,"@SAgstd Sama euy mana gaada temen + masih corona gini😭bakal gadapet izin😭
#ExaARMY #ExaBFF @BTS_twt","Kota Malang, Jawa Timur"
244,Vaksin corona cepet diedarin dong. Mau nongton konser BTS ni hyung,"Malang, Jawa Timur"
245,"A : Corona hilang bulan Agustus
B : TAHU DARIMANA ?
A : Dari Sumedang xixixi",Malang
246,Corona… https://t.co/JhjvbsBxGq,"Malang, Jawa Timur"
247,@erikafebryy_ Suhu panas corona?,Gresik-Malang
248,Corona kapan selesai si anjing,"Malang, Jawa Timur"
249,@acintyasakti Pengaruh corona Sam .. ambek mafia paling .. 😊😂😂😂✌,"Kota Malang, Jawa Timur"
250,@indra_alvhin kalo gada corona boleh lah ya wkwkwkw,"Malang, Jawa Timur"
251,@ssongyhyng @YG_iKONIC @bobbyranika Masih gabole ada corona:(,"Malang, Jawa Timur"
252,Corona kamu gaada niatan buat udahan ya? Bosen nihh pengen piknik ke luar kota 😫,"Malang, Jawa Timur"
253,isuk2 wis corona,"malang, indonesia"
254,"@cwoconut aku udah siapin swasta dari awal,dari sebelum corona dah keterima:)","Malang, Jawa Timur"
255,"Tiap ke pasar tradisional selalu ngeri2 sedap.. Orang2 di pasar udah kayak ""apa itu corona?""","Malang , Indonesia"
256,"Dijual tiket goa untuk fans barca diskon corona 30% fasilitas lengkap free wifi, air, listrik, bebas jam malam.","Malang, Jawa Timur"
257,@oalahasa Sekalian nyari corona gt ya?,"Malang, Jawa Timur"
258,"pgn corona cpt kelar, kakiku dah sakit banget","Malang, Jawa Timur"
259,"Corona ilang, semoga punya rejeki aku pengen traveling ke Jogja, Semarang (pengen nyoba sendiri) tapi takut hehehe","Malang, Jawa Timur"
260,"@kowwalaaa gabole lip, lagi corona","Malang, Indonesia"
261,"Akibat CORONA,
Banyak temu yang tertunda https://t.co/AokchJSCDb",Kota malang
262,"@adeknyauco haahhaa seandainya ya lung, bisa disihir sekalian nih corona, beress","Malang, Jawa Timur"
263,Corona wanita ingin dimengerti,Malang
264,Bener2 pengen marah ke corona.,"Malang, Jawa Timur"
265,Akhir2 ini temen banyak yang nikahan yak. Apa karena promo corona jadi pada nikah?,"Malang, Jawa Timur"
266,@WidyaNawang @laura_aurellya Usum wayah corona ngene,"Malang, Jawa Timur"
267,dpr dan pemerintah bener2 bahas ruu kontroversial di masa kayak gini. mana mau demo jg takut ketularan corona.,"Malang, Jawa Timur"
268,"baru nyadar liat calender minggu depan tgl merah bs double gt ditambah cuti bersama,coba ga corona uda cabut ke bandung atau ga jogja😭",Malang
269,"Ini pada CORONA Ko makin menjadi2 ya orang nikahan.

Kebelet ah ah ape gmne sih","Malang, Jawa Timur"
270,@younaprill #TolakDemoDitengahPandemi jangan biarkan corona tertawa melihat kita,Malang 
271,Kalo corona gini jadi maba kayaknya kurang seru gabisa mengenal kampus di awal perkuliahan,Malang
272,@menjadijoseph Corona niiiuu om,"Kota Malang, Jawa Timur"
273,Corona kapan perginya? ☹️,Sawojajar - Malang 
274,"@dansitejo emg corona, jaga jarak","Malang, Jawa Timur"
275,Presiden Joko Widodo (Jokowi) mengatakan pandemi virus corona (Covid-19) membuat pemerintah melakukan reformasi di berbagai sektor.,"Malang, Jawa Timur"
276,"Lalu, pada tahun 2012 kembali terjadi epidemi dari virus corona jenis baru yakni MERS-CoV.","Malang, Jawa Timur"
277,"Seperti, pandemi SARS pada tahun 2003 lalu yang diakibatkan oleh munculnya virus corona SARS-CoV.","Malang, Jawa Timur"
278,Corona bikin irit mekap 👍🏼,Malang
279,"@beriman___ Siapa bilang, guruku mtk sekarang kena corona","Kota Malang, Jawa Timur"
280,@hheralterego Tapi emang sejak corona gini mau beli makanan dr luar negeri suka mikir-mikir aku bil,"Malang, Jawa Timur"
281,Corona selametan ndek kene wkwkwkwkw https://t.co/qxqy4dHcQY,"Malang, Jawa Timur"
282,@asteroidhyun_e gada euy yg suka ngadain orgnya kena corona,Malang
283,Nuiat cik koncoku glow up semasa corona https://t.co/R4BsHyeQLE,"Malang, Jawa Timur"
284,semenjak corona malah iso sering kumpul kro konco lawas,"Malang, Jawa Timur"
285,"@masitadevii Tar kalo corona nya udah ilang. Kita meetup yaa tanteeee 🤭 kata mamaku, tante tuhh orangnya lucu bed 😘",l🇵🇰🇮🇩
286,@AREAJULID pls prgi corona idiot,"Malang, Jawa Timur"
287,@Marlintong2 kita gelud tuh corona,"malang, jawa timur"
288,"@defrdl Ya masak anda mau ikut corona, ya jelas ikut yg menikah2 dong haha",Malang
289,@habibthink Kabar kalung anti corona gimana @habibthink ? Gak boleh berat sebelah loh.,Malang
290,"@rayvieralaxmana Like dulu
Ntar hbs corona br plesiran,,,,,","ÜT: -7.94399,112.624655"
291,"Gara gara bedebah corona rutinitas berubah total, kangen stay di ruangan sendiri berduaan sama pc kesayangan 🥺 https://t.co/xQeDKl9goM",malang
292,"Ayo semangat teman-teman ku generasi corona

DASAR BEBAN KELUARGA","Kota Malang, Jawa Timur"
293,@irmayang__ Sebelum corona aku dah beberapa kali ditolak. Karna doi ndak mau salaman sama lawan jenis :'),"Malang, Jawa Timur"
294,@nlyts_ corona corona,"Kota Malang, Jawa Timur"
295,@AnggikPrasetyaa corona paling,MALANG
296,"Cari kesibukan biar pikiran gak kemana mana mikirin corona , selain kekantor aku gak kemana mana dirumah saja https://t.co/8JHf7wtHZh",Malang
297,"Sebab, kontribusi masyarakat untuk menjaga kesehatan sangat diperlukan untuk memberantas virus corona di Indonesia.","Malang, Jawa Timur"
298,"Erick Thohir Harap Imunisasi Massal Vaksin Corona Bisa Dilakukan Awal 2021

#17agustussudahdekat https://t.co/KpHxgSROW8","Malang, Jawa Timur"
299,Corona kapan kelar ini teman sy udh jadi begini kelamaan di rumah https://t.co/wrosIaerGZ,"Kota Malang, Jawa Timur"
300,@hualloooo Corona ndos,"Malang,Jawa Timur,Indonesia"
301,@sugagIidder Omset e kurang fren corona,"Malang, Jawa Timur"
302,"Tapi kalau buka sekolah malah bisa nambah cluster penyebaran corona, tambah berbahaya lagi. 
Bingung kan jadinya?","Malang, Jawa Timur"
303,@gilby_rumy @infomalang @sutiaji1964 @PemkotMalang Mending duit bayar kuota opo duit bayar rumah sakit kenek corona lek menurute samean sam?,malang
304,"@arinputrii_ nonton kkn, tp corona said ""mana sempat keburu telat""",Malang
305,"@ifaaaaaaaaaaaa_ Corona di becandain 
Corona be like : https://t.co/sYq0y9JcSj",Malang
306,@berlianidris @PBIDI Apakabar kalung corona jamu corona,"Malang, Jawa Timur"
307,"@collegemenfess gara gara corona ak berhenti ngekos, padahal kosan itu pw banget hiks","Malang, Jawa Timur"
308,@kookiebeear corona sukanya main belakang haha,"Malang, Jawa Timur"
309,"@febriansyah116 Rabi musim corona gak enak fep, kabanyakan syarat nag kua 😅",Yogyakarta - Malang
310,"@AULINAnurul_ @nisavocados Visa nya jalur corona ntar wkwkwk.. 
Iya kangen suasana latihan bareng sopran"" Kuhhh",Bangkalan
311,@nayyyyy___ @tegalfess @KuntoAjiW @kayisaudia19 Corona laa,"Malang, Jawa Timur"
312,Pengen banget jalan2. Ke transmart aja deh gpp. Tp takut. Takut corona &amp; takut judge dr orang2. I just want to distract my mind :(,"Malang, Indonesia"
313,@ChandraSbstian Astagfirullah corona jgn keluar mulu cannn,"Malang, Jawa Timur"
314,"Negatif Corona, Positif tambah ireng https://t.co/EtiqKmdics","Malang, Jawa Timur"
315,"@kidkiddo__ @rainbowmenfess Efek corona kalau itu makanya sepi, coba gak corona pasti rame","Malang, Jawa Timur"
316,Jomblo gabut pas corona dan liburan panjang be like 😂 https://t.co/b7MB26nXmY,"Malang, Jawa Timur"
317,"@MalangHumas Rajin Cuci Tangan
Cegah Penyebaran Corona #PolriSerukanCuciTangan","Kota Malang, Jawa Timur"
318,@cahyaanggriawan Jaman corona makin parah tapi tak ada penanganan serius jadinya gak kelar-kelar,"Malang, Jawa Timur"
319,"Mau di puji ampe corona ilang,ngga bakal terbang,kecuali yg muji buaya lokal,ngga sampe 5 menit dah terbang gatau kemana","Malang, Jawa Timur"
320,@mlgcollegefess Mau saranin ke dokter tp lagi musimnya corona 🙄,"Malang, Jawa Timur"
321,@MiftahQ_11 Angkatan corona,Sidoarjo - Malang
322,"Lawak bgt ipk semester ini, tp alhamdulillah berkat corona juga:))))","Malang, Jawa Timur"
323,@dewiynanda @AdmaJoe Lek corona wis mari ae kaet dadi wong tuo lek ngono??,Malang
324,@buwuungpuyooh Corona,"Malang, Jawa Timur"
325,@axviarani2 @amikha22 @anisasativa KICK e sek dipending gara² corona.. wkakaka,"Malang, East Java"
326,"Gemes ama bbrp cowok yg nanya:
Ngga maen ke sby?
YA ENGGALAH GOBLOK MASI ADA CORONA 😐","Malang, Jawa Timur"
327,Laporan publikasi laporan publikasi kegiatan skripsi kuliah corona kamprt waw apasi aku gajelas bgt innalillahi.,"Malang, Jawa Timur"
328,@kedungkandang01 Coba deh tengok fb komunitas asli malang..ngeri tuh ada yg di buli gara2 bilang hati2 penyebaran corona...,"Malang, Jawa Timur"
329,@wildanslur Diskusi kenapa corona ga selesai2,"Malang, Jawa Timur"
330,@faris_ohe efek corona lupe hari 🤭,"Malang, Jawa Timur"
331,@ismirh_ @Dinasssty Ada yg bilang di alam corona gaada soalnya medannya sulit diakses,"Malang, Jawa Timur"
332,@DamnItBilla Iyaa dong kan lulusan corona,Malang
333,"@si_gembira Tenan, kyk corona i tak tertahankan ngono",Malang
334,@aprilmasitaa Corona boss,"Kota Malang, Jawa Timur"
335,"Ugh! Le new corona vaccine this time to entrance aspirants:
   KYU? SUWAAGAT NAHI KAROGE HAMARA :)",Malang
336,@hilmymbrk Ga mari mari urusan toefl. Kok ga ono wisuda jalur corona yo :( padahal ono skripsi jalur corona lo proses e ga seangel awak dewe,"Malang, Jawa Timur"
337,"Doaku hari ini, 
Semoga Corona bisa cepet ilang dan aku bisa ngedaki gunung lagi.

Amin...","Kota Malang, Jawa Timur"
338,"@sherrrinn Udah mahal sebagian pekerjaan banyak yang mati, jadi gasalah orang orang yang bodo amat sama Corona ini","Malang, Jawa Timur"
339,Salah satunya karena dikhawatirkan jenazah tersebut masih dapat menularkan virus Corona.,"Malang, Jawa Timur"
340,@aalgeraldine Iyohe :( kpn ilang corona iki,"Malang, Jawa Timur"
341,@kumparan Orang kayak gini cocok disuntik corona,Malang
342,Corona takut sama aremania,"Malang, East Java"
343,@julioswasono_ Lek aku alasane nuturui ngono perkoro sek dualisme gak mari2. Guduk perkoro corona,"Malang, Jawa Timur"
344,"Selamat bertambah tua ongis nade e malang
Corona melok edan nyawang iki https://t.co/Io4c8115lw","Malang, Jawa Timur"
345,"@JoJoga_Oil Nemuin penguin, dan yang pasti bebas corona 🐧","Malang, Jawa Timur"
346,"x : btw aku udah sakit 3 hari ini :(
me : onejrskssgksjskaajhsjskksshsksjsjksjs pen jenguk lagi corona hadeh",
347,"Beberapa hari yang lalu aing upload foto ini, foto ala ala lulus sidang skripsi tapi buat angkatan corona https://t.co/ERHVpVqT2g",Malang
348,Aku wani totoan 14 hari kedepan seng mang teko nang balkot lak gaonok seng kenek corona,"Malang, Jawa Timur"
349,@iiccooll Setelah party besok pasti ada berita boong “aremania positif corona setelah mengikuti pesta ultah yang ke 33” 😏,"Malang, Jawa Timur"
350,"ngakak yang nyesek apa coba??

Liat foto² aib temen pas sekolah,tapi sadar kalo udah lulus aja jalur corona.alias kangen rekk aku sumpah!!!","Malang, Jawa Timur"
351,@ngalamfess Corona ga koyok d berita,Malang
352,@lidyalps Hilang ditelan corona,"Kota Malang, East Java"
353,"@perantaudikota Ojo lali ndang disiram... 
Ambune menyebar cepet koyo corona... 
Hahaha...",Malang east java indonesia
354,keinget pas awal2 corona di malang wkkwk,"Kota Malang, Jawa Timur"
355,@perantaudikota @raeni567 Adoh men ragunan nang ujung kulon... Karena sek ono corona di vc ae nko...,Malang east java indonesia
356,Pengen nyobain taichan bengawan tapi adanya di surabaya. Deket sih tapi berasa jauh gara2 corona 🤕,Malang Indonesia
357,Semoga yang konvoi malam ini tetap jaga jarak dan patuh protokol kesehatan ya... Gak lucu kalau ada kluster corona baru gara-gara konvoi,"Malang, Indonesia"
358,@mojito0s mukbang e corona a,Malang
359,"Woilah lagi ambyar²nya, malah dibikin emosi sama fans 4r3m4. Udah tau masih musim Corona, tetep aja konvoi. Duh!",Kota Malang
360,"Mari konvoi terus ono seng corona wong 5 ae, buyar iku sak rombongan tenan a","Malang, Indonesia"
361,@Wariman_ corona said : wah farming nih,"Malang, Jawa Timur"
362,"@pieceofjunkk Iki lagi rame saiki ws sliweran bengok bengok gak eroh bengi,kari ngenteni cangkeme d tapok corona",---------tit--------
363,Corona ? Yo dipangan ta mb singone 😁,"Malang, Jawa Timur"
364,shock tuh ketika dicheck suhu pake thermo gun hasilnya 29 derajat.  Suhu corona kagak suhu mayat iya,"Malang, Jawa Timur"
365,Karena corona keliatanya drakor laku keras 😂,Banyuwangi - Malang
366,@humps_cat AYOK ASAL CORONA DAH ADA VAKSINNYA,"Malang, Jawa Timur"
367,Ya emng lagi corona sih. HAHAHAHA.,"Malang, Jawa Timur"
368,"Corona dah ahh gak bisa berharap lebih, sampai kapan ini berahir? 

Ambil hikmanya aja","Malang, Jawa Timur"
369,@subtanyarl Corona hilang :( biar bisa balik malang ntaktir temen ku makan”,"Malang, Jawa Timur"
370,Sakitt kambuh pas pandemi gini kok was2 corona :'))),"Malang, Jawa Timur"
371,@Rarakusuma12 Corona otw menghampirimu nek dolenmu ga mandek2 !,"Malang, Jawa Timur"
372,@samsularifix Maksud te mosok imbas corona,"Kota Malang, Jawa Timur"
373,setelah hampir 4 bulan gatau pake heeells gara2 corona 😞 https://t.co/6gCSa0Exri,"Malang, Jawa Timur"
374,"Hikmah corona . Banyak jomblo dan jomblowati menikah, guna memproduksi jomblo baru",Malang
375,@shadesofcece Corona quickly pass :'(,Malang
376,"Masa - masa corona buang air besar saja, aku berpikir",Malang
377,"@barebackenak Diplototin orang dong dikira corona kali :"")",Malang
378,@ngalamfess yo monggo cek nambah cluster corona maneh,"Malang, Indonesia"
379,@CNNIndonesia Apakah bersendawa juga gejala corona?,Malang 
380,I'm way too excited facing my 21 this year and holla found that corona mess up everything,"Malang, East Java"
381,Pemerintah akan memperluas program bantuan sosial sebagai langkah penanganan dampak virus corona.,"Malang, Jawa Timur"
382,@mmfsph wkwkwk ya gini ini mahasiswa era corona 😂🙏 semangat ea anak geo,"Malang, Jawa Timur"
383,"YLKI Ungkap Alasan Maraknya Obat yang Diklaim Bisa Tangkal Corona

#beraniberubah https://t.co/FW6DTsHQ0J","Malang, Jawa Timur"
384,"Pen liburan ke jogjaaaaa, plisss corona go awaaaay, semoga vaksinnya cepet ketemuuuu 😭","Malang, East Java"
385,"Sejak pandemi corona, masker ngga cuma untuk mencegah wajah terkena polusi dan debu #BeraniBerubah https://t.co/ecIhdSYa5N","Malang, Indonesia"
386,@AnggaAyunda2 Corona kok bnyk yg nikah offline,"Surabaya, Malang"
387,Corona malek akeh seng nikah yo,"Surabaya, Malang"
388,@dayangdyah corona gini masih jual ga ya orangnya klo jual ak samperin asli,Malang
389,"Sebab corona banyak yg tunangan, banyak yg nikah.
 Kan jadi irii wee 💔
 #dirumahaja","Malang, Jawa Timur"
390,"@Firhand_Ali Yowes gas, gaoleh nyentuh berarti yo... corona soale ojok lali nggowo handsanitizer",Malang
391,Yang pengen mati detik ini. Coba pikir. Gak kasihan apa sama izrail? Udah terlalu sering mencabut nyawa gara2 corona??,"Malang, Jawa Timur"
392,@ngalamfess Hmm corona e di inhale secara langsung,"Malang, Jawa Timur"
393,@aditselalubenar Marine corona sam,"Kota Malang, Jawa Timur"
394,"@difficultwa @subtanyarl terus terus ngode aku ambilin peluit yaa 
nah itulo lapose yaallah panen corona wes embo—","Kota Malang, Jawa Timur"
395,"Apa corona ini cuma konspirasi? Wkwkwkwkwkwkwk who knows, cuma Tuhan yang tau.","Malang, Jawa Timur"
396,@Nurussholihati kan lagi Corona Lik,"Kota Malang, Jawa Timur"
397,@alfinagitanto @Detafbbyariesta corona pak haji?,"Kota Malang, Jawa Timur"
398,Nih kampung kebanyakan acara. Ga tau lagi musim Corona -_-,"Kota Malang, Jawa Timur"
399,"@AnuLucky11 @uusbiasaaja Join Twitter pas Corona jangan sok keras, haha hayyuk","Malang,Jawa timur,Indonesia"
400,Mulai keroso damage e corona selama 4 ulan arang arang kerjo,"Kota Malang, Jawa Timur"
401,@NeilAisyah @eLQudsyi Semua gara2 corona 🙄,Malang
402,@___sachl org2 pd gpercaya gara2 org sakit abc dibilang corona semua di rs😢,"Malang, East Java"
403,"@MYoessoef @ebesleler70 @VIVAcoid Untung ada corona, pak de terselamatkan.",Malang Indonesia
404,"#wisudahonline udah fiks nih wisudahnya, pdhl yudisium sebelum corona https://t.co/s6IM7ilmD6","malang,Jawa Timur"
405,@bukansugarbaby @pakantono Gelem karo aku a mbak? Kelebihanku negatif corona,"Malang, Jawa Timur"
406,@Arratiar corona jangan suka travelling bang :v,"Kota Malang, Jawa Timur"
407,"""Virus corona itu suka ngebunuh ... sulit dibunuh""❗❗",Malang
408,Ini foto terakhir waktu kuliah offline sebelum corona menyerang :( https://t.co/Q4bu4lj3Pb,"Malang, Jawa Timur"
409,@lvnyas masi musim corona sih setauku,"Malang, Jawa Timur"
410,"@pappeobag Corona be like "" Hello friend Hello my good friend"" https://t.co/ss96aC9TGQ","Malang, Jawa Timur"
411,@tuantentacles_ Corona 😏,Malang
412,@nophindahoz Ambek andalane: jarene si iki lho corona iku gak anu kok.,"Malang, Jawa Timur"
413,"@R_AdliPutra wkwkwkwk pandemi sudah berakhir, corona menyerang setiap otak insang2 di dunia",Malang
414,"@wargalowokwaru ahahaha, kelamaan corona jadi haus semua ilmu gasi, pgn kenal org baru jg utk bekal kehidupan sesungguhnya, weenaak",Kota Malang
415,"Di bondowoso dan Bwi orang orang pada resepsian, Emangnya corona uda kelar?",Malang
416,"Bilangnya gak di bolehin orang tua  maen"" karna corona eh kok di story udh maen"" terus yaaaa, maksud nya apa andaaa kok lucu sih 😂","Malang, Jawa Timur"
417,@cynemax kita yg tertawa lihat corona hahaha,"Kota Malang, Jawa Timur"
418,"Can i just say, mall lebih aman dari corona than masjid?","Malang, Jawa Timur"
419,@adiliananurdin Wah sayang banget... Pokoknya hbis corona lngsung deh cuss kesana hehe,"Malang, Jawa Timur"
420,@muhammadnafi_99 Benerrrr pol :( tp sek corona hiks,malang
421,"@hellblaupcy @DiaryBaper_ID Mau balik rantau, tapi corona blm minggat😅",Malang
422,"@subtanyarl Jajaran petinggi, ponpes azmi, musim corona.","Malang, Jawa Timur"
423,"@hayolosopokowe @K_DramaIndo Tp  it's okay not to be okay ada tuh, pdln pas corona","Malang, Jawa Timur"
424,@naburo Corona bikin nikah jd affordable,"Malang, Jawa Timur"
425,"@stareulight jeriwi dah ada obatnya
corona belum",Malang
426,@MelindaAghnia Ancen corona ngelamak,"Kota Malang, Jawa Timur"
427,"Corona ancen nggarai gelut ae sumpah, kon lek gak moleh moleh nang nggenmu tak jegal kon.","Malang, Jawa Timur"
428,"corona iki ono tenan opo ora to jane iki 
jiancoook tenan!",Malang
429,"@collegemenfess Ngechat pak yasin ambek pak husnan trus moro corona teko, jancok","Malang, Jawa Timur"
430,"@aulmaulidiana Ya emang burik aja sih pake masker
Tapi kasian yang sudah pake masker, kena corona lagi 
Hiyahiyahiya","Malang, Jawa Timur"
431,"Corona merubah sistem ini..
#sistembaru2020 https://t.co/WEeoeueNXA","Kota Malang, Jawa Timur"
432,@ineedtatertHots corona gini nyari resepsi nikahan ga nemu kit :((,"Surakarta, Central Java"
433,"@Franciscaawn Mumpung corona yekan, gak perlu gae acara resepsi, gak perlu dana terlalu akeh","Malang, Jawa Timur"
